Directory,cache,core,core-alu,core-core,core-fp,core-ifetch,core-int,core-mem,core-other,dcache,dram,icache,l2,l3,other,total
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_512_l3MB_4096_prefetch_simple_branch_1024,9.07,12.32,0.67,4.27,1.75,1.22,0.93,1.52,1.95,3.44,4.29,0.75,1.5,3.38,0.03,25.7
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_1024_l3MB_16384_prefetch_simple_branch_512,10.39,12.34,0.64,4.34,1.68,1.31,0.95,1.47,1.96,3.35,4.28,0.67,2.99,3.37,0.03,27.03
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_256_l3MB_12288_prefetch_ghb_branch_4096,8.78,13.47,0.66,4.99,1.73,1.41,1.02,1.7,1.96,3.83,4.29,0.74,0.84,3.38,0.03,26.57
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_1024_l3MB_4096_prefetch_none_branch_4096,10.78,13.11,0.66,4.77,1.72,1.38,1.0,1.63,1.96,3.69,4.28,0.72,2.99,3.38,0.03,28.2
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_512_l3MB_16384_prefetch_none_branch_2048,9.39,13.59,0.65,5.09,1.7,1.47,1.03,1.69,1.95,3.83,4.28,0.69,1.49,3.37,0.03,27.28
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_1024_l3MB_4096_prefetch_ghb_branch_1024,10.89,13.5,0.66,5.03,1.72,1.43,1.02,1.69,1.96,3.81,4.28,0.72,2.99,3.38,0.03,28.7
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_1024_l3MB_4096_prefetch_simple_branch_2048,10.83,13.36,0.65,4.94,1.71,1.43,1.02,1.66,1.96,3.76,4.28,0.7,2.99,3.38,0.03,28.5
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_512_l3MB_16384_prefetch_simple_branch_2048,9.5,13.72,0.66,5.16,1.72,1.46,1.04,1.73,1.95,3.91,4.28,0.72,1.49,3.38,0.03,27.53
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_512_l3MB_8192_prefetch_simple_branch_2048,9.16,12.7,0.66,4.52,1.73,1.3,0.96,1.57,1.95,3.56,4.29,0.74,1.5,3.38,0.03,26.17
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_1024_l3MB_12288_prefetch_ghb_branch_1024,10.83,13.06,0.67,4.73,1.74,1.34,0.99,1.64,1.96,3.7,4.29,0.75,3.0,3.38,0.03,28.2
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_1024_l3MB_8192_prefetch_none_branch_4096,10.78,13.36,0.65,4.98,1.7,1.43,1.01,1.64,1.96,3.72,4.28,0.69,2.99,3.38,0.03,28.45
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_1024_l3MB_16384_prefetch_none_branch_2048,10.78,13.25,0.65,4.88,1.71,1.41,1.01,1.64,1.96,3.71,4.28,0.7,2.99,3.38,0.03,28.34
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_512_l3MB_12288_prefetch_simple_branch_1024,9.4,13.37,0.66,4.94,1.73,1.4,1.01,1.68,1.95,3.79,4.29,0.73,1.5,3.38,0.03,27.08
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_1024_l3MB_8192_prefetch_simple_branch_2048,10.95,13.75,0.65,5.2,1.7,1.48,1.04,1.72,1.96,3.88,4.28,0.7,2.99,3.37,0.03,29.01
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_256_l3MB_16384_prefetch_simple_branch_4096,8.61,13.07,0.66,4.75,1.72,1.37,0.99,1.63,1.96,3.68,4.28,0.72,0.84,3.38,0.03,26.0
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_512_l3MB_16384_prefetch_simple_branch_512,9.6,14.28,0.65,5.53,1.69,1.58,1.08,1.79,1.95,4.06,4.28,0.68,1.49,3.37,0.03,28.19
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_256_l3MB_12288_prefetch_none_branch_1024,8.6,12.91,0.67,4.65,1.74,1.31,0.97,1.61,1.96,3.63,4.29,0.75,0.84,3.38,0.03,25.83
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_256_l3MB_12288_prefetch_simple_branch_1024,8.69,13.37,0.65,4.94,1.71,1.43,1.02,1.67,1.96,3.77,4.28,0.7,0.84,3.38,0.03,26.37
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_512_l3MB_16384_prefetch_simple_branch_1024,9.4,13.6,0.65,5.1,1.7,1.47,1.04,1.7,1.95,3.84,4.28,0.69,1.49,3.37,0.03,27.31
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_256_l3MB_12288_prefetch_none_branch_512,8.6,13.05,0.66,4.74,1.72,1.36,0.99,1.62,1.96,3.66,4.28,0.72,0.84,3.38,0.03,25.96
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_1024_l3MB_16384_prefetch_ghb_branch_512,10.8,12.99,0.67,4.7,1.75,1.32,0.98,1.63,1.96,3.67,4.29,0.76,3.0,3.38,0.03,28.11
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_512_l3MB_16384_prefetch_ghb_branch_1024,9.46,13.65,0.66,5.12,1.72,1.46,1.03,1.72,1.95,3.87,4.28,0.72,1.5,3.38,0.03,27.42
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_1024_l3MB_16384_prefetch_none_branch_1024,10.89,13.36,0.66,4.93,1.73,1.4,1.01,1.68,1.96,3.79,4.29,0.73,2.99,3.38,0.03,28.57
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_1024_l3MB_4096_prefetch_simple_branch_4096,10.68,12.89,0.66,4.66,1.72,1.33,0.97,1.59,1.96,3.59,4.28,0.72,3.0,3.38,0.03,27.88
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_256_l3MB_8192_prefetch_simple_branch_2048,8.51,12.85,0.65,4.61,1.71,1.35,0.98,1.59,1.96,3.59,4.28,0.7,0.84,3.38,0.03,25.68
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_512_l3MB_8192_prefetch_ghb_branch_512,9.31,13.29,0.65,4.91,1.71,1.41,1.01,1.65,1.95,3.73,4.28,0.71,1.49,3.38,0.03,26.91
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_1024_l3MB_16384_prefetch_none_branch_4096,10.7,12.8,0.66,4.57,1.73,1.31,0.97,1.59,1.96,3.6,4.29,0.74,2.99,3.38,0.03,27.82
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_1024_l3MB_16384_prefetch_simple_branch_2048,11.02,13.91,0.65,5.29,1.7,1.51,1.05,1.75,1.96,3.95,4.28,0.7,2.99,3.38,0.03,29.24
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_1024_l3MB_12288_prefetch_none_branch_512,11.06,14.11,0.65,5.42,1.69,1.55,1.07,1.77,1.96,4.01,4.28,0.69,2.99,3.37,0.03,29.49
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_1024_l3MB_4096_prefetch_simple_branch_512,10.82,13.45,0.65,5.02,1.7,1.45,1.02,1.66,1.96,3.76,4.28,0.69,2.99,3.38,0.03,28.58
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_256_l3MB_8192_prefetch_none_branch_2048,8.85,13.98,0.65,5.35,1.69,1.53,1.06,1.75,1.96,3.95,4.28,0.69,0.84,3.37,0.03,27.15
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_256_l3MB_4096_prefetch_none_branch_512,8.53,12.89,0.66,4.65,1.72,1.34,0.97,1.59,1.96,3.59,4.28,0.72,0.84,3.38,0.03,25.73
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_1024_l3MB_4096_prefetch_none_branch_1024,10.75,13.04,0.66,4.74,1.72,1.36,0.99,1.62,1.96,3.66,4.28,0.72,3.0,3.38,0.03,28.1
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_256_l3MB_12288_prefetch_ghb_branch_1024,8.6,13.04,0.66,4.74,1.72,1.36,0.99,1.62,1.96,3.66,4.28,0.72,0.84,3.38,0.03,25.95
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_256_l3MB_16384_prefetch_none_branch_1024,8.46,12.43,0.67,4.33,1.74,1.24,0.94,1.55,1.96,3.49,4.29,0.75,0.84,3.38,0.03,25.21
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_512_l3MB_12288_prefetch_none_branch_2048,9.05,12.44,0.66,4.36,1.72,1.27,0.95,1.53,1.95,3.46,4.28,0.72,1.5,3.38,0.03,25.8
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_1024_l3MB_8192_prefetch_ghb_branch_2048,10.75,13.18,0.65,4.85,1.71,1.39,1.0,1.63,1.96,3.68,4.28,0.7,3.0,3.38,0.03,28.25
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_256_l3MB_4096_prefetch_simple_branch_512,8.74,13.61,0.65,5.11,1.7,1.47,1.03,1.69,1.96,3.83,4.28,0.69,0.84,3.38,0.03,26.65
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_512_l3MB_8192_prefetch_simple_branch_4096,9.26,13.06,0.66,4.75,1.72,1.37,0.99,1.63,1.95,3.68,4.28,0.72,1.49,3.38,0.03,26.64
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_512_l3MB_8192_prefetch_ghb_branch_1024,9.24,12.85,0.66,4.6,1.73,1.32,0.98,1.61,1.95,3.63,4.29,0.74,1.5,3.38,0.03,26.4
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_256_l3MB_4096_prefetch_ghb_branch_512,8.8,13.64,0.66,5.11,1.72,1.45,1.03,1.72,1.96,3.87,4.28,0.72,0.84,3.38,0.03,26.75
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_1024_l3MB_12288_prefetch_simple_branch_1024,10.81,13.18,0.66,4.81,1.72,1.38,1.0,1.65,1.96,3.72,4.28,0.72,3.0,3.38,0.03,28.31
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_512_l3MB_16384_prefetch_none_branch_512,9.56,14.1,0.65,5.41,1.7,1.55,1.07,1.77,1.95,4.01,4.28,0.69,1.49,3.37,0.03,27.97
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_512_l3MB_12288_prefetch_ghb_branch_4096,9.51,13.87,0.65,5.27,1.7,1.5,1.05,1.74,1.95,3.94,4.28,0.7,1.49,3.38,0.03,27.69
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_1024_l3MB_16384_prefetch_simple_branch_1024,10.83,13.36,0.65,4.94,1.71,1.43,1.02,1.66,1.96,3.76,4.28,0.7,2.99,3.38,0.03,28.5
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_256_l3MB_16384_prefetch_none_branch_2048,8.49,12.94,0.65,4.69,1.7,1.37,0.98,1.58,1.96,3.59,4.28,0.69,0.84,3.38,0.03,25.74
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_256_l3MB_16384_prefetch_ghb_branch_1024,8.73,13.62,0.65,5.13,1.71,1.45,1.02,1.69,1.96,3.81,4.28,0.7,0.84,3.38,0.03,26.67
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_256_l3MB_16384_prefetch_ghb_branch_512,8.86,13.88,0.65,5.27,1.71,1.5,1.05,1.75,1.96,3.94,4.28,0.7,0.84,3.38,0.03,27.06
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_512_l3MB_16384_prefetch_ghb_branch_2048,9.34,13.36,0.65,4.94,1.71,1.43,1.02,1.67,1.95,3.77,4.28,0.7,1.49,3.38,0.03,27.02
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_1024_l3MB_8192_prefetch_ghb_branch_512,11.06,14.11,0.65,5.42,1.69,1.55,1.07,1.77,1.96,4.01,4.28,0.69,2.99,3.37,0.03,29.48
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_256_l3MB_12288_prefetch_simple_branch_512,8.36,12.51,0.65,4.43,1.71,1.29,0.95,1.51,1.96,3.44,4.28,0.7,0.84,3.38,0.03,25.18
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_512_l3MB_12288_prefetch_none_branch_512,9.57,14.12,0.65,5.43,1.7,1.55,1.07,1.78,1.95,4.01,4.28,0.69,1.49,3.37,0.03,28.0
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_1024_l3MB_12288_prefetch_simple_branch_4096,10.89,13.69,0.64,5.16,1.68,1.51,1.05,1.7,1.96,3.85,4.28,0.67,2.99,3.38,0.03,28.89
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_1024_l3MB_12288_prefetch_none_branch_4096,11.06,14.11,0.65,5.41,1.69,1.55,1.07,1.77,1.96,4.01,4.28,0.69,2.99,3.37,0.03,29.48
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_512_l3MB_16384_prefetch_none_branch_1024,9.37,13.31,0.66,4.91,1.73,1.38,1.0,1.67,1.95,3.77,4.29,0.74,1.5,3.38,0.03,27.0
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_512_l3MB_12288_prefetch_ghb_branch_1024,9.33,13.47,0.65,5.03,1.69,1.45,1.02,1.67,1.95,3.78,4.28,0.69,1.49,3.37,0.03,27.11
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_256_l3MB_8192_prefetch_simple_branch_512,8.62,13.1,0.66,4.77,1.72,1.38,1.0,1.63,1.96,3.69,4.28,0.72,0.84,3.38,0.03,26.04
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_1024_l3MB_16384_prefetch_ghb_branch_2048,10.89,13.72,0.65,5.19,1.68,1.5,1.04,1.7,1.96,3.85,4.28,0.68,2.99,3.37,0.03,28.92
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_512_l3MB_4096_prefetch_simple_branch_4096,9.17,12.85,0.65,4.62,1.71,1.35,0.98,1.59,1.95,3.59,4.28,0.7,1.49,3.38,0.03,26.33
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_256_l3MB_4096_prefetch_none_branch_4096,8.67,13.33,0.65,4.93,1.71,1.42,1.01,1.66,1.96,3.74,4.28,0.71,0.84,3.38,0.03,26.31
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_1024_l3MB_4096_prefetch_ghb_branch_512,11.11,14.32,0.65,5.56,1.69,1.59,1.09,1.8,1.96,4.07,4.28,0.68,2.99,3.37,0.03,29.74
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_1024_l3MB_8192_prefetch_simple_branch_512,11.0,13.74,0.66,5.17,1.72,1.47,1.04,1.73,1.96,3.91,4.28,0.72,3.0,3.38,0.03,29.06
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_512_l3MB_4096_prefetch_none_branch_4096,9.4,13.61,0.65,5.11,1.69,1.48,1.04,1.7,1.95,3.84,4.28,0.69,1.49,3.37,0.03,27.32
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_256_l3MB_8192_prefetch_none_branch_4096,8.86,13.89,0.65,5.27,1.7,1.5,1.05,1.75,1.96,3.94,4.28,0.7,0.84,3.38,0.03,27.07
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_512_l3MB_8192_prefetch_simple_branch_1024,9.34,13.37,0.65,4.95,1.71,1.43,1.02,1.67,1.95,3.77,4.28,0.7,1.49,3.38,0.03,27.02
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_256_l3MB_8192_prefetch_ghb_branch_1024,8.45,12.71,0.65,4.54,1.71,1.33,0.97,1.56,1.96,3.53,4.28,0.7,0.84,3.38,0.03,25.48
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_512_l3MB_8192_prefetch_none_branch_4096,9.52,13.89,0.65,5.28,1.71,1.5,1.05,1.75,1.95,3.95,4.28,0.7,1.49,3.38,0.03,27.72
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_256_l3MB_8192_prefetch_ghb_branch_4096,8.74,13.51,0.66,5.04,1.72,1.43,1.02,1.69,1.96,3.81,4.28,0.72,0.84,3.38,0.03,26.57
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_1024_l3MB_12288_prefetch_ghb_branch_4096,11.11,14.22,0.65,5.49,1.7,1.56,1.08,1.79,1.96,4.05,4.28,0.69,2.99,3.38,0.03,29.64
/root/snipersim_framework/freq_2.6_1.8_barnes_config_l2_256_l3MB_4096_prefetch_none_branch_1024,8.51,12.98,0.65,4.73,1.7,1.36,0.98,1.58,1.96,3.59,4.28,0.7,0.84,3.38,0.03,25.8
